north_pearl_product_id,north_pearl_handle,north_pearl_name,classification,supplier_name,alibaba_listing_title,alibaba_product_url,alibaba_listing_id,supplier_profile_url,supplier_sku,selected_variant,selected_finish,selected_size,unit_cost,unit_cost_confidence,moq,sample_price,est_shipping_cost,est_landed_cost,recommended_retail_price,expected_gross_margin,supplier_status,verified_supplier,trade_assurance,ip_risk_status,ip_risk_notes,verification_status,last_verified_date,notes
gid://shopify/Product/10562131820728,north-pearl-round-cz-stud-earrings,North & Pearl Round CZ Stud Earrings,CORE,UNKNOWN,"Wholesale Chic 925 Sterling Silver Round CZ Stud Earrings, Sparkling Brilliant Cut, Premium Bulk Accessories",https://www.alibaba.com/product-detail/Wholesale-Chic-925-Sterling-Silver-Round_1601715730288.html,1601715730288,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$3.20,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$26.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Earrings), assigned to Earrings collection"
gid://shopify/Product/10562132443320,north-pearl-cz-bow-stud-earrings,North & Pearl CZ Bow Stud Earrings,CORE,UNKNOWN,"Fine Jewelry 925 Sterling Silver Pear Bow CZ Stud Earrings Women Elegant Dainty Wholesale Mixed Bulk",https://www.alibaba.com/product-detail/Fine-Jewelry-925-Sterling-Silver-Pear_1601917880767.html,1601917880767,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.10,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$28.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Earrings), assigned to Earrings collection"
gid://shopify/Product/10562133033144,north-pearl-textured-paperclip-chain-bracelet,North & Pearl Textured Paperclip Chain Bracelet,CORE,UNKNOWN,"Unisex Solid 925 Sterling Silver Paperclip Chain Bracelet, Adjustable Link Bracelet for Men Women Minimalist Daily Wear Jewelry",https://www.alibaba.com/product-detail/Unisex-Solid-925-Sterling-Silver-Paperclip_1601904225235.html,1601904225235,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.30,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562133164216,north-pearl-infinity-clasp-mesh-bracelet,North & Pearl Infinity Clasp Mesh Bracelet,CORE,UNKNOWN,"S925 Sterling Silver Simple Infinite Loop Base Chain Jewelry Women Hand Jewelry Bracelet",https://www.alibaba.com/product-detail/S925-Sterling-Silver-Simple-Infinite-Loop_1600956038990.html,1600956038990,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.40,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$34.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562133328056,north-pearl-wheat-leaf-cz-necklace,North & Pearl Wheat Leaf CZ Necklace,CORE,UNKNOWN,"Ladies' Minimalist Style Wheat Ear Inlaid Diamond Bracelet 925 Silver Fine Chain Niche Gentle Style Daily Versatile Bracelet (actually a necklace per product images, supplier title mislabeled)",https://www.alibaba.com/product-detail/Ladies-Minimalist-Style-Wheat-Ear-Inlaid_1601875485262.html,1601875485262,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.90,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims. Note: supplier listing title says 'Bracelet' but product images clearly show a necklace -- categorized correctly as Necklace based on visual evidence.","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Necklace), assigned to Necklaces collection"
gid://shopify/Product/10562133655736,north-pearl-open-circle-charm-bracelet,North & Pearl Open Circle Charm Bracelet,CORE,UNKNOWN,"925 Sterling Silver Minimalist Charm Chain Bracelet Adjustable Women's Jewelry Rhodium & 18K Gold Plated",https://www.alibaba.com/product-detail/925-Sterling-Silver-Minimalist-Charm-Chain_1601818919135.html,1601818919135,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.60,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$30.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562134245560,north-pearl-adjustable-baguette-cz-bracelet,North & Pearl Adjustable Baguette CZ Bracelet,CORE,UNKNOWN,"925 Sterling Silver Simple Adjustable Charm Zircon Claw Chain Tennis Bracelet for Women Gift",https://www.alibaba.com/product-detail/925-Sterling-Silver-Simple-Adjustable-Charm_1601584185015.html,1601584185015,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.80,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562135752888,north-pearl-single-pearl-bracelet,North & Pearl Single Pearl Bracelet,CORE,UNKNOWN,"Nature Pearl Bracelet Sterling Silver 925 Freshwater Pearls Link Bracelet for Women",https://www.alibaba.com/product-detail/Nature-Pearl-Bracelet-Sterling-Silver-925_1600077620646.html,1600077620646,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.20,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$30.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562136047800,north-pearl-chunky-chain-pearl-bracelet,North & Pearl Chunky Chain Pearl Bracelet,CORE,UNKNOWN,"925 Silver Interlocking Freshwater Edison Pearl Bracelet",https://www.alibaba.com/product-detail/925-Silver-Interlocking-Freshwater-Edison-Pearl_1601875553071.html,1601875553071,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.20,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$38.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562141847736,north-pearl-layered-snake-chain-necklace,North & Pearl Layered Snake Chain Necklace,CORE,UNKNOWN,"Exquisite Link Necklace 925 Sterling Silver Jewelry Chain Real Gold Necklace Wholesale",https://www.alibaba.com/product-detail/Exquisite-Link-Necklace-925-Sterling-Silver_1600759187819.html,1600759187819,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.70,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Necklace), assigned to Necklaces collection"
gid://shopify/Product/10562142175416,north-pearl-double-layer-charm-necklace,North & Pearl Double Layer Charm Necklace,CORE,UNKNOWN,"Luxury Bohemia 925 Sterling Silver Double Layer 18K Gold Plated Zircon Sun Necklace Chain Stack Necklace for Women's Gift Party",https://www.alibaba.com/product-detail/Luxury-Bohemia-925-Sterling-Silver-Double_1601737194318.html,1601737194318,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$7.40,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$38.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Necklace), assigned to Necklaces collection"
gid://shopify/Product/10562146730168,north-pearl-oval-cz-stud-earrings,North & Pearl Oval CZ Stud Earrings,CORE,UNKNOWN,"925 Silver Minimalist Fashion Dangle Zircon Stud Earrings, High-end Unique Light Luxury Versatile Delicate Jewelry",https://www.alibaba.com/product-detail/925-Silver-Minimalist-Fashion-Dangle-Zircon_1601927299514.html,1601927299514,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$3.60,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$30.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Earrings), assigned to Earrings collection"
gid://shopify/Product/10562149187768,north-pearl-star-tassel-fringe-earrings,North & Pearl Star Tassel Fringe Earrings,CORE,UNKNOWN,"925 Sterling Silver Zircon Eight-Pointed Star Tassel Drop Earrings Women's Minimalist Rhodium Plated Everyday Wear 7g Juxian",https://www.alibaba.com/product-detail/925-Sterling-Silver-Zircon-Eight-Pointed_1601725370005.html,1601725370005,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.80,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$42.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Earrings), assigned to Earrings collection"
gid://shopify/Product/10562156167352,north-pearl-sideways-cross-bracelet,North & Pearl Sideways Cross Bracelet,CORE,UNKNOWN,"925 Sterling Silver Simple Gothic Pave Zircon Cross Chain Bracelet for Women Fashion Statement Gold Party Jewelry Gift",https://www.alibaba.com/product-detail/925-Sterling-Silver-Simple-Gothic-Pave_1601414270849.html,1601414270849,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.90,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562158067896,north-pearl-cz-cross-pendant-necklace,North & Pearl CZ Cross Pendant Necklace,CORE,UNKNOWN,"925 Sterling Silver Diamond Cross Pendant Necklace Classic Faith Jewelry Diamond Cross Necklace for Women",https://www.alibaba.com/product-detail/925-Sterling-Silver-Diamond-Cross-Pendant_1601835744632.html,1601835744632,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$3.90,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$30.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Necklace), assigned to Necklaces collection"
gid://shopify/Product/10562160066744,north-pearl-dainty-horseshoe-necklace,North & Pearl Dainty Horseshoe Necklace,CORE,UNKNOWN,"Dainty Gold Vermeil S925 Silver Zircon Horseshoe Necklace 925 Sterling Silver Lucky Pendant Necklace",https://www.alibaba.com/product-detail/Dainty-Gold-Vermeil-S925-Silver-Zircon_1601836004760.html,1601836004760,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.30,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$30.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Necklace), assigned to Necklaces collection"
gid://shopify/Product/10562161213624,north-pearl-sea-turtle-toe-ring,North & Pearl Sea Turtle Toe Ring,CORE,UNKNOWN,"Summer Beach Jewelry 925 Sterling Silver Adjustable Design Sea Turtle Open Fitted Toe Ring",https://www.alibaba.com/product-detail/Summer-Beach-Jewelry-925-Sterling-Silver_1601520813236.html,1601520813236,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$3.10,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$24.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Rings), assigned to Rings collection"
gid://shopify/Product/10562161901752,north-pearl-cz-pave-toe-ring,North & Pearl CZ Pave Toe Ring,CORE,UNKNOWN,"925 Sterling Silver Fashion Summer Toe Rings Flower Rhinestone Crystal Geometric Bezel Setting Open Adjustable Certified Women's",https://www.alibaba.com/product-detail/925-Sterling-Silver-Fashion-Summer-Toe_1601028014230.html,1601028014230,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$2.90,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$22.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims. Note: an unverified image (a different daisy-ring product) was mistakenly attached at creation time; caught and corrected same session by removing it and adding a verified beach lifestyle photo.","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Rings), assigned to Rings collection"
gid://shopify/Product/10562164392120,north-pearl-sculpted-wave-toe-ring,North & Pearl Sculpted Wave Toe Ring,CORE,UNKNOWN,"UM Jewelry Women's 925 Sterling Silver Platinum Plated Adjustable Snake Shape Toe Ring Trendy Wedding Engagement Anniversary",https://www.alibaba.com/product-detail/UM-Jewelry-Women-s-925-Sterling_1601732159272.html,1601732159272,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$3.40,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$24.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent silver-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Rings), assigned to Rings collection"
gid://shopify/Product/10562165375160,north-pearl-polished-hinged-bangle,North & Pearl Polished Hinged Bangle,CORE,UNKNOWN,"Solid 925 Sterling Silver Polished Hinged Cuff Bangle Bracelet, Classic Minimalist Fine Jewelry Gift for Men",https://www.alibaba.com/product-detail/Solid-925-Sterling-Silver-Polished-Hinged_62011181609.html,62011181609,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.20,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$40.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562175008952,north-pearl-single-stone-open-cuff-bangle,North & Pearl Single Stone Open Cuff Bangle,CORE,UNKNOWN,"2026 Minimalist Textured Single Stone S925 Sterling Silver Open Cuff Adjustable Versatile Wrist Bangle for Women",https://www.alibaba.com/product-detail/2026-Minimalist-Textured-Single-Stone-S925_1601803343315.html,1601803343315,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.50,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562176581816,north-pearl-braided-cuff-bracelet,North & Pearl Braided Cuff Bracelet,CORE,UNKNOWN,"Everyday Minimalist Style 925 Silver Handmade Cuff Bracelet Thin Braided Black Rhodium Plated Arrow Shape 18g Unisex Daily Wear",https://www.alibaba.com/product-detail/Everyday-Minimalist-Style-925-Silver-Handmade_1601597147028.html,1601597147028,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.60,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$34.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562180579512,north-pearl-pearl-stud-earrings,North & Pearl Pearl Stud Earrings,CORE,UNKNOWN,"925 Sterling Silver Minimalist Natural Baroque Pearl Stud Earrings for Women Elegant Daily Piercing Jewelry Accessory",https://www.alibaba.com/product-detail/925-Sterling-Silver-Minimalist-Natural-Baroque_1601758739196.html,1601758739196,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$3.30,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$26.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims. Gallery shows multiple size options (4-7mm) but we sell a single fixed size, not a size-selector.","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Earrings), assigned to Earrings collection"
gid://shopify/Product/10562182152376,north-pearl-pearl-cz-necklace-and-earring-set,North & Pearl Pearl & CZ Necklace and Earring Set,CORE,UNKNOWN,"Fashion Natural Freshwater Pearl Real Pearl Jewellery Set Fresh Water Cultured Pearl Jewelry Set 925 Silver",https://www.alibaba.com/product-detail/Fashion-Natural-Freshwater-Pearl-Real-Pearl_60703047989.html,60703047989,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$8.10,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$58.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Necklace Set), assigned to Necklaces collection"
gid://shopify/Product/10562187624632,north-pearl-ribbed-heart-cz-ring,North & Pearl Ribbed Heart CZ Ring,CORE,UNKNOWN,"DEYIN Shining Zircon Heart 925 Sterling Silver Fine Jewelry Signet Ring Tarnish Free Gold Plated Rings Women Jewelry",https://www.alibaba.com/product-detail/DEYIN-Shining-Zircon-Heart-925-Sterling_1601075331020.html,1601075331020,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.80,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims baked into images (title mentions 'tarnish free' but claim not made in our description)","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Rings), assigned to Rings collection"
gid://shopify/Product/10562190147768,north-pearl-sun-moon-star-layered-necklace-set,North & Pearl Sun Moon Star Layered Necklace Set,CORE,UNKNOWN,"Dainty CZ Sun Moon Stars Necklace Set Minimalist Statement Necklace 925 Sterling Silver Jewelry",https://www.alibaba.com/product-detail/Dainty-Cz-Sun-Moon-Stars-Necklace_62502123069.html,62502123069,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$8.90,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$48.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims. Sold as a fixed 3-piece layered set (sun+moon+star together), not a color/style selector.","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Necklace Set), assigned to Necklaces collection"
gid://shopify/Product/10562191458488,north-pearl-celestial-triple-layer-necklace,North & Pearl Celestial Triple Layer Necklace,CORE,UNKNOWN,"Layer Gold Plated Star Charm Choker Necklace Silver 925 Moon Star Pendant Necklace",https://www.alibaba.com/product-detail/Layer-Gold-Plated-Star-Charm-Choker_1601926613239.html,1601926613239,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.50,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$40.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Necklace), assigned to Necklaces collection"
gid://shopify/Product/10562193850552,north-pearl-cz-station-hoop-earrings,North & Pearl CZ Station Hoop Earrings,CORE,UNKNOWN,"Classic Simple 925 Sterling Silver Hoop Earrings for Women Fine Jewelry Wedding Gift Fashion Earrings",https://www.alibaba.com/product-detail/Classic-Simple-925-Sterling-Silver-Hoop_1601123317075.html,1601123317075,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$3.70,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$28.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Earrings), assigned to Earrings collection"
gid://shopify/Product/10562195226808,north-pearl-twisted-rope-hoop-earrings,North & Pearl Twisted Rope Hoop Earrings,CORE,UNKNOWN,"Gold Plated Twisted Hoop Earrings High Quality Big Circle Ear Hoops 925 Sterling Silver Earrings for Women",https://www.alibaba.com/product-detail/Gold-Plated-Twisted-Hoop-Earrings-High_1601522815796.html,1601522815796,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.40,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$30.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Earrings), assigned to Earrings collection"
gid://shopify/Product/10562197684408,north-pearl-brushed-chunky-hoop-earrings,North & Pearl Brushed Chunky Hoop Earrings,CORE,UNKNOWN,"Wholesale 925 Sterling Silver Gothic Rock Hoop Earrings Custom Fine Frosted Wide Gothic Hoops Gold Unisex Design for Weddings",https://www.alibaba.com/product-detail/Wholesale-925-Sterling-Silver-Gothic-Rock_1601416048669.html,1601416048669,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.10,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$30.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims. Gallery shows multiple size options but we sell one fixed size.","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Earrings), assigned to Earrings collection"
gid://shopify/Product/10562198831288,north-pearl-blue-ombre-teardrop-earrings,North & Pearl Blue Ombre Teardrop Earrings,CORE,UNKNOWN,"925 Sterling Silver Blue Zircon Stud Earrings Wholesale Manufacture Elegant Fine Jewelry for Women Wedding Party",https://www.alibaba.com/product-detail/925-Sterling-Silver-Blue-Zircon-Stud_1601448287188.html,1601448287188,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.80,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$34.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Earrings), assigned to Earrings collection"
gid://shopify/Product/10562200404152,north-pearl-beaded-hand-chain-bracelet,North & Pearl Beaded Hand Chain Bracelet,CORE,UNKNOWN,"925 Sterling Silver Beaded Hand Chain Bracelet Gold Hand Chain Bracelets for Women",https://www.alibaba.com/product-detail/925-Sterling-Silver-Beaded-Hand-Chain_1601228655077.html,1601228655077,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.10,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
gid://shopify/Product/10562201256120,north-pearl-halo-center-tennis-bracelet,North & Pearl Halo Center Tennis Bracelet,CORE,UNKNOWN,"925 Sterling Silver Rhodium Plated Summer Bracelet for Women New Chinese Style Star Moissanite Classic Chain Link Gold Jewelry",https://www.alibaba.com/product-detail/925-Sterling-Silver-Rhodium-Plated-Summer_1601407939522.html,1601407939522,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.60,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$40.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks; one candidate image rejected for 'Moussan[ite]' text branding baked in.","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Bracelets), assigned to Bracelets collection"
