Product Handle,Product Title,Alibaba ID / URL,Source Type,Tags
north-pearl-signature-earrings,North & Pearl Giftable Polished Earrings,1601763087685,alibaba_id,alibaba-source-1601763087685; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; earrings; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-initial-necklace-3299,North & Pearl Layering Initial Necklace,1601436793299,alibaba_id,alibaba-source-1601436793299; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; letter-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-initial-ring,North & Pearl Sculpted Initial Ring,1601738017000,alibaba_id,alibaba-source-1601738017000; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; letter-style; new-arrival; personalized; ring; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-6249,North & Pearl Charm Classic Letter Necklace,1600159656249,alibaba_id,alibaba-source-1600159656249; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-clover-jewelry-set,North & Pearl Refined Clover Jewelry Set,1601331808776,alibaba_id,alibaba-source-1601331808776; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; clover-style; gauss-next-100; gauss-next-100-live; gift-for-her; gift-set; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-clover-bracelet-5386,North & Pearl Stackable Clover Bracelet,1601828845386,alibaba_id,alibaba-source-1601828845386; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; clover-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-clover-necklace,North & Pearl Dainty Clover Necklace,1601831300693,alibaba_id,alibaba-source-1601831300693; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; clover-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; necklace; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-flower-earrings-5632,North & Pearl Refined Bloom Earrings,1601559125632,alibaba_id,alibaba-source-1601559125632; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; earrings; flower-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-letter-bracelet-4295,North & Pearl Keepsake Letter Bracelet,1601861674295,alibaba_id,alibaba-source-1601861674295; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-8559,North & Pearl Stacking Layering Name Necklace,1601708888559,alibaba_id,alibaba-source-1601708888559; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-signature-ring-7015,North & Pearl Polished Statement Ring,1601484477015,alibaba_id,alibaba-source-1601484477015; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; ring; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-5568,North & Pearl Charm Classic Name Necklace,1601612415568,alibaba_id,alibaba-source-1601612415568; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-signature-bracelet-6682,North & Pearl Refined Oval Bracelet,1601381586682,alibaba_id,alibaba-source-1601381586682; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-signature-earrings-6915,North & Pearl Refined Polished Earrings,1601694236915,alibaba_id,alibaba-source-1601694236915; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; earrings; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-clover-bracelet-7425,North & Pearl Polished Clover Bracelet,1601715167425,alibaba_id,alibaba-source-1601715167425; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; clover-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-signature-jewelry-set,North & Pearl Giftable Jewelry Set,1601768749988,alibaba_id,alibaba-source-1601768749988; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; gift-set; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-signature-jewelry-set-8616,North & Pearl Polished Jewelry Set,1601094168616,alibaba_id,alibaba-source-1601094168616; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; gift-set; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-sparkle-bracelet-8259,North & Pearl Stacking Giftable Sparkle Bracelet,1601432498259,alibaba_id,alibaba-source-1601432498259; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-letter-earrings-5006,North & Pearl Giftable Letter Earrings,1601048785006,alibaba_id,alibaba-source-1601048785006; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; earrings; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-initial-necklace-5273,North & Pearl Charm Classic Initial Necklace,1601741915273,alibaba_id,alibaba-source-1601741915273; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
